train_number,route_name,train_id,lat,lon,heading,velocity,train_state,status_msg,origin_code,dest_code,num_stations,collection_timestamp
50,Cardinal,50-7,41.81840155002459,-87.63611414373757,S,26.1006164550781,Active, ,CHI,NYP,32,2025-08-07 19:12:58
52,Auto Train,52-7,30.879972612374356,-82.01882509759243,N,42.6047592163086,Active, ,SFA,LOR,2,2025-08-07 19:12:58
53,Auto Train,53-7,37.842658921800194,-77.45672843611965,S,68.2087707519531,Active, ,LOR,SFA,2,2025-08-07 19:12:58
55,Vermonter,55-7,40.761238734138814,-74.02725365525461,NW,59.6516189575195,Active, ,SAB,WAS,29,2025-08-07 19:12:58
56,Vermonter,56-7,43.9308827804984,-72.69454316010142,W,49.6175651550293,Active, ,WAS,SAB,29,2025-08-07 19:12:58
58,City of New Orleans,58-7,32.40578672101122,-90.25232511518588,NW,70.2149200439453,Active, ,NOL,CHI,20,2025-08-07 19:12:58
63,Maple Leaf,63-7,43.1612366798326,-79.34454678605309,W,0.0,Active, ,NYP,TRTO,18,2025-08-07 19:12:58
64,Maple Leaf,64-7,42.642235807952936,-73.74130397579222,N,0.0201324597001076,Active, ,TRTO,NYP,18,2025-08-07 19:12:58
66,Northeast Regional,66-7,38.04254906161779,-78.480250187131,NE,53.5814247131348,Active, ,RNK,BOS,26,2025-08-07 19:12:58
67,Northeast Regional,67-7,42.33212765601586,-71.06059324067259,SE,0.0,Active, ,BOS,NPN,30,2025-08-07 19:12:58
68,Adirondack,68-7,42.745312756895416,-73.88524781660432,SE,78.9483261108398,Active, ,MTRL,NYP,18,2025-08-07 19:12:58
69,Adirondack,69-7,45.302560401984245,-73.25402983413525,NW,9.78659343719482,Active, ,NYP,MTRL,18,2025-08-07 19:12:58
76,Piedmont,76-7,36.088996381042925,-79.24175543310554,SE,18.454719543457,Active, ,CLT,RGH,6,2025-08-07 19:12:58
79,Carolinian,79-7,36.02812143896731,-78.9687908691616,SW,49.4945335388184,Active, ,NYP,CLT,24,2025-08-07 19:12:58
80,Carolinian,80-7,39.95667691944346,-75.18132196682122,N,0.0,Active, ,CLT,NYP,24,2025-08-07 19:12:58
85,Northeast Regional,85-7,38.89983765207096,-77.00457229195055,S,4.53875112533569,Active, ,BOS,RVM,27,2025-08-07 19:12:58
89,Palmetto,89-7,34.19362928456579,-79.76313305398327,S,25.8769226074219,Active, ,NYP,SAV,22,2025-08-07 19:12:58
90,Palmetto,90-7,38.885708009581,-77.0217460634361,E,0.0,Active, ,SAV,NYP,23,2025-08-07 19:12:58
93,Northeast Regional,93-7,38.664398294558254,-77.24416585813313,SW,20.9981555938721,Active, ,BOS,NFK,29,2025-08-07 19:12:58
94,Northeast Regional,94-7,41.12176586587727,-73.35559208436541,E,69.9468765258789,Active, ,NFK,BOS,28,2025-08-07 19:12:58
95,Northeast Regional,95-7,36.74554035003075,-76.47093400430609,E,77.6978759765625,Active, ,BOS,NFK,25,2025-08-07 19:12:58
97,Silver Meteor,97-7,38.89974228404631,-77.00471725098983,S,0.0,Active, ,NYP,MIA,33,2025-08-07 19:12:58
97,Silver Meteor,97-6,25.88790220484333,-80.26053126720863,S,23.3983917236328,Active, ,NYP,MIA,33,2025-08-07 19:12:58
98,Silver Meteor,98-7,31.666239125648552,-81.81663848769092,NE,78.9080581665039,Active, ,MIA,NYP,33,2025-08-07 19:12:58
125,Northeast Regional,125-7,37.501617289446095,-77.36750262000693,E,62.8334083557129,Active, ,SPG,NPN,33,2025-08-07 19:12:58
129,Northeast Regional,129-7,39.45358687660314,-76.21312157838454,SW,116.144165039063,Active, ,NYP,WAS,10,2025-08-07 19:12:58
136,Northeast Regional,136-7,40.00251814699496,-75.14093957182021,NE,59.9701232910156,Active, ,WAS,SPG,23,2025-08-07 19:12:58
138,Northeast Regional,138-7,39.18423865990338,-76.69249182899918,N,43.1293601989746,Active, ,NFK,NYP,21,2025-08-07 19:12:58
148,Northeast Regional,148-7,40.86239308821605,-73.81910845367915,NE,42.8306884765625,Active, ,WAS,SPG,24,2025-08-07 19:12:58
171,Northeast Regional,171-7,38.22367856473718,-78.18454240419095,SW,57.5265312194824,Active, ,BOS,RNK,27,2025-08-07 19:12:58
173,Northeast Regional,173-7,39.19239448445672,-76.69472724319878,N,0.0246063396334648,Active, ,BOS,WAS,19,2025-08-07 19:12:58
174,Northeast Regional,174-7,42.34656628785093,-71.0577779945851,N,0.0,Completed, ,NPN,BOS,32,2025-08-07 19:12:58
175,Northeast Regional,175-7,41.02107690280033,-73.62909833128538,W,65.4148330688477,Active, ,BOS,WAS,19,2025-08-07 19:12:58
176,Northeast Regional,176-7,40.77152315924221,-74.05308679415387,NE,64.0,Active, ,WAS,BOS,22,2025-08-07 19:12:58
177,Northeast Regional,177-7,41.86927889360545,-71.40120001548782,SW,43.2825508117676,Active, ,BOS,PHL,20,2025-08-07 19:12:58
178,Northeast Regional,178-7,40.69655670854828,-74.19537504312417,NE,39.0034599304199,Active, ,WAS,BOS,22,2025-08-07 19:12:58
184,Northeast Regional,184-7,41.31136781693514,-72.91082113924567,E,48.859245300293,Active, ,WAS,BOS,20,2025-08-07 19:12:58
186,Northeast Regional,186-7,38.57907112844984,-77.26597066973703,N,67.7501983642578,Active, ,NPN,NYP,18,2025-08-07 19:12:58
192,Northeast Regional,192-7,38.90137078736586,-77.00495528516336,N,0.0,Predeparture, ,WAS,NYP,8,2025-08-07 19:12:58
193,Vermonter,193-7,39.77907219747486,-75.47630496029367,SW,109.623481750488,Active, ,NYP,WAS,12,2025-08-07 19:12:58
196,Northeast Regional,196-7,39.46722442285269,-76.19891564176164,NE,124.051742553711,Active, ,WAS,NYP,7,2025-08-07 19:12:58
197,Northeast Regional,197-7,40.225609330355226,-74.74516461877911,SW,16.1820240020752,Active, ,NYP,WAS,9,2025-08-07 19:12:58
237,Empire Service,237-7,42.24988267401039,-73.80629115398716,N,0.0313171595335007,Active, ,NYP,ALB,6,2025-08-07 19:12:58
239,Empire Service,239-7,41.5142982686108,-73.98548275356944,N,44.644847869873,Active, ,NYP,ALB,6,2025-08-07 19:12:58
241,Empire Service,241-7,40.88140172528323,-73.92315054120762,N,0.0134216398000717,Active, ,NYP,ALB,7,2025-08-07 19:12:58
244,Empire Service,244-7,41.08300851651144,-73.86715840857963,SE,31.6929664611816,Active, ,ALB,NYP,6,2025-08-07 19:12:58
281,Empire Service,281-7,42.889260183524826,-78.82564095838595,SW,30.4201469421387,Active, ,NYP,NFL,15,2025-08-07 19:12:58
283,Empire Service,283-7,43.07805732787759,-76.16919175767853,N,0.0246063396334648,Active, ,NYP,NFL,16,2025-08-07 19:12:58
291,Ethan Allen Express,291-7,43.411084378319934,-73.48609306845087,N,59.6547164916992,Active, ,NYP,BTN,15,2025-08-07 19:12:58
305,Lincoln Service,305-7,41.62384811857205,-88.05051244015603,S,79.7156829833984,Active, ,CHI,STL,11,2025-08-07 19:12:58
306,Lincoln Service,306-7,38.67688703526275,-90.16354988430965,E,20.1682510375977,Active, ,STL,CHI,9,2025-08-07 19:12:58
316,Missouri River Runner,316-7,38.77248700027596,-93.49068399046048,E,69.6432571411133,Active, ,KCY,STL,10,2025-08-07 19:12:58
318,Lincoln River Runner,318-7,40.1493375968536,-89.36209715069572,NE,0.124274201691151,Active, ,KCY,CHI,20,2025-08-07 19:12:58
319,Lincoln River Runner,319-7,38.6142877323524,-92.2242575435799,W,55.1404609680176,Active, ,CHI,KCY,20,2025-08-07 19:12:58
339,Hiawatha,339-7,42.386978444100045,-87.91430489637327,N,79.07568359375,Active, ,CHI,MKE,5,2025-08-07 19:12:58
352,Wolverine,352-7,42.25112962253056,-84.21395587359628,NE,78.1933212280273,Active, ,CHI,PNT,12,2025-08-07 19:12:58
354,Wolverine,354-7,41.78126928093113,-87.63097192754545,SE,29.7823104858398,Active, ,CHI,PNT,13,2025-08-07 19:12:58
355,Wolverine,355-7,42.28822758415795,-83.74388584869024,NW,0.0,Active, ,PNT,CHI,14,2025-08-07 19:12:58
364,Blue Water,364-7,42.27095834371587,-85.70100161336444,NE,101.283500671387,Active, ,CHI,PTH,11,2025-08-07 19:12:58
370,Wolverine,370-7,41.87900785324407,-87.6393057527007,N,0.0,Predeparture, ,CHI,GRR,5,2025-08-07 19:12:58
383,Illinois Zephyr,383-7,41.83548757372562,-87.78408629597875,W,67.0254364013672,Active, ,CHI,QCY,10,2025-08-07 19:12:58
392,Illini,392-7,39.12025801862934,-88.54595760510632,N,28.489860534668,Active, ,CDL,CHI,11,2025-08-07 19:12:58
393,Illini,393-7,40.31090919319926,-88.15933040129079,S,0.0,Active, ,CHI,CDL,11,2025-08-07 19:12:58
417,Northeast Regional,417-7,41.88350386174493,-72.62842667324396,S,82.3842620849609,Active, ,SPG,NHV,9,2025-08-07 19:12:58
479,Northeast Regional,479-7,42.10050677233788,-72.59337723712626,N,0.0201324597001076,Active, ,GFD,NHV,12,2025-08-07 19:12:58
507,Amtrak Cascades,507-7,46.713575142969326,-122.95464277498368,S,38.4239196777344,Active, ,SEA,EUG,12,2025-08-07 19:12:58
508,Amtrak Cascades,508-7,44.05450533625952,-123.09291425636027,N,0.0,Predeparture, ,EUG,SEA,12,2025-08-07 19:12:58
518,Amtrak Cascades,518-7,46.80598619866843,-122.86331892871466,NE,78.3331680297852,Active, ,PDX,VCVR,14,2025-08-07 19:12:58
534,Capitol Corridor,534-7,38.58582432363361,-121.5040338640094,E,19.3450183868408,Completed, ,OKJ,SAC,9,2025-08-07 19:12:58
536,Capitol Corridor,536-7,38.06174205039973,-122.12660011881393,N,59.5047225952148,Active, ,OKJ,SAC,9,2025-08-07 19:12:58
538,Capitol Corridor,538-7,37.795724103279845,-122.27760871636757,N,26.0737209320068,Active, ,SJC,ARN,18,2025-08-07 19:12:58
542,Capitol Corridor,542-7,37.33345526126735,-121.9036385753471,N,12.4306507110596,Active, ,SJC,SAC,15,2025-08-07 19:12:58
543,Capitol Corridor,543-7,37.61866111634672,-122.04550722101258,SE,77.8050918579102,Active, ,SAC,SJC,15,2025-08-07 19:12:58
545,Capitol Corridor,545-7,38.55561953438082,-121.68511756719096,N,77.9504928588867,Active, ,SAC,OKJ,9,2025-08-07 19:12:58
580,Pacific Surfliner,580-7,33.802620967605,-117.8785445155172,N,0.0603973791003227,Active, ,LAX,SAN,10,2025-08-07 19:12:58
581,Pacific Surfliner,581-7,33.75187023112824,-117.85597675866454,N,3.27935409545898,Active,SERVICE DISRUPTION,SAN,LAX,11,2025-08-07 19:12:58
582,Pacific Surfliner,582-7,34.06080485736482,-118.23631218666064,N,0.0,Predeparture, ,LAX,SAN,10,2025-08-07 19:12:58
649,Keystone,649-7,40.25488324403867,-76.87304920468958,NW,29.4962902069092,Completed, ,NYP,HAR,18,2025-08-07 19:12:58
651,Keystone,651-7,40.04745524838258,-76.26870940097302,W,62.4665489196777,Active, ,NYP,HAR,15,2025-08-07 19:12:58
653,Keystone,653-7,40.04650923425802,-75.42949099688263,W,55.0130653381348,Active, ,NYP,HAR,15,2025-08-07 19:12:58
654,Keystone,654-7,40.10453462644932,-74.85567642654595,NE,98.1166610717773,Active, ,HAR,NYP,15,2025-08-07 19:12:58
655,Keystone,655-7,40.540691956110926,-74.36097109454106,SW,92.3968048095703,Active, ,NYP,HAR,17,2025-08-07 19:12:58
656,Keystone,656-7,40.04550978468533,-75.38485902469496,E,67.1238555908203,Active, ,HAR,NYP,15,2025-08-07 19:12:58
658,Keystone,658-7,40.10800594099816,-76.48836737204597,E,107.903274536133,Active, ,HAR,NYP,13,2025-08-07 19:12:58
685,Downeaster,685-7,43.90807479029912,-70.03416477134046,N,0.0,Completed, ,BON,BRK,12,2025-08-07 19:12:58
687,Downeaster,687-7,43.32051210290653,-70.61283161601315,N,0.0201324597001076,Active, ,BON,BRK,12,2025-08-07 19:12:58
688,Downeaster,688-7,43.49642309062777,-70.44976852234755,N,0.0402649194002151,Active, ,BRK,BON,12,2025-08-07 19:12:58
712,San Joaquins,712-7,35.37141913639514,-119.01193717380286,N,0.0,Completed, ,OKJ,BFD,15,2025-08-07 19:12:58
714,San Joaquins,714-7,36.69896438670668,-119.75354509162176,SE,29.5230751037598,Active, ,OKJ,BFD,15,2025-08-07 19:12:58
715,San Joaquins,715-7,37.452985081971946,-120.70489267618512,N,0.0089477431029081,Active, ,BFD,OKJ,15,2025-08-07 19:12:58
716,San Joaquins,716-7,37.56933334868316,-120.84124524973186,SE,73.7629470825195,Active, ,OKJ,BFD,15,2025-08-07 19:12:58
717,San Joaquins,717-7,36.42463422535444,-119.67593884874309,N,52.9706344604492,Active, ,BFD,OKJ,15,2025-08-07 19:12:58
719,San Joaquins,719-7,35.3731049517759,-119.0086124294112,N,0.0,Predeparture, ,BFD,OKJ,15,2025-08-07 19:12:58
779,Pacific Surfliner,779-7,34.061452001693056,-118.23177793295254,SW,12.475414276123,Active, ,SAN,GTA,24,2025-08-07 19:12:58
784,Pacific Surfliner,784-7,34.229580969582784,-118.53944859124256,E,39.6162071228027,Active, ,GTA,SAN,24,2025-08-07 19:12:58
785,Pacific Surfliner,785-7,32.74238299775166,-117.18610046925434,NW,36.2004013061523,Active, ,SAN,GTA,23,2025-08-07 19:12:58
790,Pacific Surfliner,790-7,34.43720480497221,-119.84241248166876,N,0.0,Predeparture, ,GTA,SAN,22,2025-08-07 19:12:58
822,Heartland Flyer,822-7,33.02328685578677,-97.35289006472502,N,28.0051898956299,Active, ,FTW,OKC,7,2025-08-07 19:12:58
1333,Borealis,1333-7,44.42632710346603,-92.2434689933873,NW,0.0805298388004303,Active, ,CHI,MSP,13,2025-08-07 19:12:58
1340,Borealis,1340-7,43.034107610346325,-87.92828964899071,E,15.3975696563721,Active, ,MSP,CHI,13,2025-08-07 19:12:58
2122,Acela,2122-7,39.97004743551978,-75.19735896071283,N,28.5,Active, ,WAS,NYP,6,2025-08-07 19:12:58
2124,Acela,2124-7,39.37159756674367,-76.36100217374229,N,122.900001525879,Active, ,WAS,NYP,7,2025-08-07 19:12:58
2167,Acela,2167-7,39.54853852968843,-76.10130514309324,S,82.5,Active, ,BOS,WAS,12,2025-08-07 19:12:58
2168,Acela,2168-7,41.310448492794045,-72.3438043547204,S,46.5,Active, ,WAS,BOS,12,2025-08-07 19:12:58
2169,Acela,2169-7,39.983437025686655,-75.18321405904896,S,57.0999984741211,Active, ,BOS,WAS,13,2025-08-07 19:12:58
2170,Acela,2170-7,41.10280681539145,-73.40765508898791,N,13.6000003814697,Active, ,WAS,BOS,12,2025-08-07 19:12:58
2172,Acela,2172-7,40.77137820060806,-74.04188683955816,SE,43.3407135009766,Active, ,WAS,BOS,12,2025-08-07 19:12:58
2173,Acela,2173-7,41.28403551537677,-72.6222010492953,W,78.0,Active, ,BOS,WAS,13,2025-08-07 19:12:58
2193,Acela,2193-7,41.82948396356899,-71.413071355078,N,4.9794282913208,Active, ,BOS,NYP,6,2025-08-07 19:12:58
v5,Skeena,v5-06,54.7298,-127.1373,NE,27.340324,Active, ,JASP,PRUP,34,2025-08-07 19:12:58
v6,Skeena,v6-06,54.1780216868,-130.17639658,N,0.0,Active, ,CASS,JASP,33,2025-08-07 19:12:58
v14,Ocean,v14-06,45.4282,-63.4235,E,69.593552,Active, ,MTRL,HLFX,28,2025-08-07 19:12:58
v15,Ocean,v15-06,44.6392,-63.567692,N,0.0,Active, ,HLFX,MTRL,28,2025-08-07 19:12:58
v20,Corridor,v20-07,45.4999195215,-73.5661785423,N,0.0,Active, ,MTRL,QBEC,6,2025-08-07 19:12:58
v22,Corridor,v22-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,QBEC,11,2025-08-07 19:12:58
v24,Corridor,v24-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,QBEC,11,2025-08-07 19:12:58
v26,Corridor,v26-07,46.0999,-72.3743,NE,45.360083,Active, ,OTTW,QBEC,11,2025-08-07 19:12:58
v28,Corridor,v28-07,45.5139,-73.3447,E,49.70968,Active, ,OTTW,QBEC,12,2025-08-07 19:12:58
v29,Corridor,v29-07,46.2597,-72.133,S,67.729439,Active, ,QBEC,MTRL,6,2025-08-07 19:12:58
v31,Corridor,v31-07,45.4999195215,-73.5661785423,N,0.0,Active, ,MTRL,OTTW,5,2025-08-07 19:12:58
v33,Corridor,v33-07,46.8185710392,-71.2146142824,N,0.0,Active, ,QBEC,OTTW,11,2025-08-07 19:12:58
v35,Corridor,v35-07,46.8185710392,-71.2146142824,N,0.0,Active, ,QBEC,OTTW,12,2025-08-07 19:12:58
v37,Corridor,v37-07,46.8185710392,-71.2146142824,N,0.0,Active, ,QBEC,OTTW,10,2025-08-07 19:12:58
v38,Corridor,v38-07,45.3141,-74.3137,SE,75.185891,Active, ,OTTW,MTRL,5,2025-08-07 19:12:58
v39,Corridor,v39-07,45.4992,-73.5698,E,0.0,Active, ,QBEC,OTTW,9,2025-08-07 19:12:58
v40,Corridor,v40-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,OTTW,5,2025-08-07 19:12:58
v41,Corridor,v41-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,TRTO,11,2025-08-07 19:12:58
v44,Corridor,v44-07,45.4157,-75.6523,E,9.320565,Active, ,TRTO,OTTW,7,2025-08-07 19:12:58
v45,Corridor,v45-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,TRTO,4,2025-08-07 19:12:58
v46,Corridor,v46-07,44.4275,-75.9768,NE,54.680648,Active, ,TRTO,OTTW,7,2025-08-07 19:12:58
v47,Corridor,v47-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,TRTO,10,2025-08-07 19:12:58
v48,Corridor,v48-07,43.8402,-79.0655,NE,84.506456,Active, ,TRTO,OTTW,13,2025-08-07 19:12:58
v50,Corridor,v50-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,OTTW,10,2025-08-07 19:12:58
v52,Corridor,v52-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,OTTW,10,2025-08-07 19:12:58
v53,Corridor,v53-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,TRTO,9,2025-08-07 19:12:58
v54,Corridor,v54-07,44.0352,-77.7444,E,80.77823000000001,Active, ,TRTO,OTTW,13,2025-08-07 19:12:58
v59,Corridor,v59-07,44.8315,-75.9331,SE,96.933876,Active, ,OTTW,TRTO,11,2025-08-07 19:12:58
v60,Corridor,v60-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,MTRL,9,2025-08-07 19:12:58
v61,Corridor,v61-07,45.4999195215,-73.5661785423,N,0.0,Active, ,MTRL,TRTO,8,2025-08-07 19:12:58
v62,Corridor,v62-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,MTRL,9,2025-08-07 19:12:58
v63,Corridor,v63-07,45.4999195215,-73.5661785423,N,0.0,Active, ,MTRL,TRTO,10,2025-08-07 19:12:58
v64,Corridor,v64-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,MTRL,10,2025-08-07 19:12:58
v65,Corridor,v65-07,45.4999195215,-73.5661785423,N,0.0,Active, ,MTRL,TRTO,8,2025-08-07 19:12:58
v66,Corridor,v66-07,44.7187,-75.513,NE,83.885085,Active, ,TRTO,MTRL,8,2025-08-07 19:12:58
v67,Corridor,v67-07,43.6524,-79.3517,SW,28.583066,Active, ,MTRL,TRTO,8,2025-08-07 19:12:58
v68,Corridor,v68-07,44.2267,-77.1037,E,87.613311,Active, ,TRTO,MTRL,9,2025-08-07 19:12:58
v69,Montréal-Toronto,v69-07,44.5922,-75.6927,SW,0.0,Active, ,MTRL,TRTO,8,2025-08-07 19:12:58
v70,Corridor,v70-07,42.324933,-83.007134,N,0.0,Active, ,WDON,TRTO,9,2025-08-07 19:12:58
v71,Corridor,v71-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,WDON,10,2025-08-07 19:12:58
v72,Corridor,v72-07,42.324933,-83.007134,N,0.0,Active, ,WDON,TRTO,10,2025-08-07 19:12:58
v73,Corridor,v73-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,WDON,8,2025-08-07 19:12:58
v75,Corridor,v75-07,43.1884,-80.3625,NW,60.894358,Active, ,TRTO,WDON,10,2025-08-07 19:12:58
v76,Corridor,v76-07,42.324933,-83.007134,N,0.0,Active, ,WDON,TRTO,8,2025-08-07 19:12:58
v78,Corridor,v78-07,42.4206,-82.1486,NE,47.224196,Active, ,WDON,TRTO,10,2025-08-07 19:12:58
v82,London-Toronto,v82-07,42.98099,-81.246734,N,0.0,Active, ,LNDN,TRTO,4,2025-08-07 19:12:58
v83,Toronto-London,v83-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,LNDN,5,2025-08-07 19:12:58
v84,Corridor,v84-07,42.95709,-82.38892,N,0.0,Active, ,SARN,TRTO,12,2025-08-07 19:12:58
v87,Corridor,v87-07,43.5081,-80.3372,SW,43.49597,Active, ,TRTO,SARN,12,2025-08-07 19:12:58
v97,Toronto-Niagara Falls,v97-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,NIAG,6,2025-08-07 19:12:58
v98,Niagara Falls-Toronto,v98-07,43.1960227197,-79.5581788527,N,0.0,Active, ,NIAG,TRTO,6,2025-08-07 19:12:58
v185,Lake Superior,v185-07,46.487372123,-80.992218679,N,0.0,Active, ,SUDB,WHTR,36,2025-08-07 19:12:58
v641,Ottawa-Toronto,v641-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,TRTO,9,2025-08-07 19:12:58
v643,Corridor,v643-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,TRTO,13,2025-08-07 19:12:58
v644,Toronto-Ottawa,v644-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,OTTW,7,2025-08-07 19:12:58
v645,Corridor,v645-07,43.8482,-79.0411,W,77.050004,Active, ,OTTW,TRTO,6,2025-08-07 19:12:58
v646,Toronto-Ottawa,v646-07,44.1803,-77.3725,NE,14.912904,Active, ,TRTO,OTTW,5,2025-08-07 19:12:58
v668,Corridor,v668-07,43.9003,-78.5269,E,64.001213,Active, ,TRTO,MTRL,7,2025-08-07 19:12:58
v669,Corridor,v669-07,45.2936,-74.1981,SW,47.845567,Active, ,MTRL,TRTO,6,2025-08-07 19:12:58
v690,Hudson Bay,v690-05,58.767685933,-94.1747663006,N,0.0,Active, ,CHUR,TPAS,34,2025-08-07 19:12:58
v693,Hudson Bay,v693-05,49.8893855363,-97.1335833128,N,0.0,Active, ,WNPG,CHUR,55,2025-08-07 19:12:58
v1,Canadian,v1-03,43.64481,-79.38032,N,0.0,Active, ,TRTO,VCVR,67,2025-08-07 19:12:58
v1,Canadian,v1-06,49.9228,-94.9083,W,40.389115,Active, ,TRTO,MELV,46,2025-08-07 19:12:58
v2,Canadian,v2-04,49.217193,-84.773569,N,0.0,Active, ,VCVR,PARS,65,2025-08-07 19:12:58
1,Sunset Limited,1-6,32.22885641169255,-108.98540765028912,W,45.2606582641602,Active, ,NOL,LAX,22,2025-08-07 19:42:59
2,Sunset Limited,2-6,31.24151546887983,-105.79110911553852,SE,31.5345802307129,Active, ,LAX,NOL,22,2025-08-07 19:42:59
3,Southwest Chief,3-6,34.91063488803784,-106.69600916398568,SW,39.0096702575684,Active, ,CHI,LAX,32,2025-08-07 19:42:59
3,Southwest Chief,3-7,40.62925700437375,-91.31487942862783,W,0.037282258272171,Active, ,CHI,LAX,32,2025-08-07 19:42:59
4,Southwest Chief,4-5,41.87329886832329,-87.6382656398259,N,0.0,Completed, ,LAX,CHI,32,2025-08-07 19:42:59
4,Southwest Chief,4-6,35.93436638348694,-104.77150930834904,N,80.6104583740234,Active, ,LAX,CHI,32,2025-08-07 19:42:59
5,California Zephyr,5-7,40.915046538970685,-91.37883668933696,NW,77.7707977294922,Active, ,CHI,EMY,35,2025-08-07 19:42:59
5,California Zephyr,5-5,37.93508644432449,-122.3519114167788,SE,4.4738712310791,Active, ,CHI,EMY,35,2025-08-07 19:42:59
5,California Zephyr,5-6,39.14610515051072,-108.99991174901236,SW,41.3770904541016,Active, ,CHI,EMY,35,2025-08-07 19:42:59
6,California Zephyr,6-7,39.4235167694513,-120.03371208218542,N,40.9980583190918,Active, ,EMY,CHI,35,2025-08-07 19:42:59
6,California Zephyr,6-6,39.91459531488452,-105.79001122880176,S,30.3415508270264,Active, ,EMY,CHI,35,2025-08-07 19:42:59
7,Empire Builder,7-7,43.51421776890656,-89.39811588150981,NW,77.2426300048828,Active, ,CHI,SEA,40,2025-08-07 19:42:59
7,Empire Builder,7-6,48.56656582906393,-109.97240957023584,W,73.4895477294922,Active, ,CHI,SEA,40,2025-08-07 19:42:59
8,Empire Builder,8-7,47.59890561643562,-122.33001489149925,N,0.0,Predeparture, ,SEA,CHI,40,2025-08-07 19:42:59
8,Empire Builder,8-5,41.89398597139423,-87.70065884826342,SE,50.2378387451172,Active, ,SEA,CHI,40,2025-08-07 19:42:59
8,Empire Builder,8-6,48.19368709419891,-106.63171046202392,SE,18.255880355835,Active, ,SEA,CHI,40,2025-08-07 19:42:59
11,Coast Starlight,11-7,44.4714752388392,-123.10821441109012,S,79.193733215332,Active, ,SEA,LAX,30,2025-08-07 19:42:59
14,Coast Starlight,14-7,34.06080485736482,-118.23631218666064,N,0.0,Predeparture, ,LAX,SEA,29,2025-08-07 19:42:59
14,Coast Starlight,14-6,45.630635963261085,-122.6864158735387,N,0.192625001072884,Active, ,LAX,SEA,29,2025-08-07 19:42:59
19,Crescent,19-7,38.75456630380078,-77.45729306580199,SW,24.1298713684082,Active, ,NYP,NOL,33,2025-08-07 19:42:59
19,Crescent,19-6,31.22888945565688,-89.38445067254301,SW,55.6170387268066,Active, ,NYP,NOL,33,2025-08-07 19:42:59
20,Crescent,20-7,33.54423009530424,-86.52392295514801,NE,49.1724166870117,Active, ,NOL,NYP,35,2025-08-07 19:42:59
21,Texas Eagle,21-7,39.81057714538876,-89.65119784912356,S,40.2462005615234,Active, ,CHI,SAS,29,2025-08-07 19:42:59
21,Texas Eagle,21-6,30.34276531599177,-97.75201416290491,S,18.162670135498,Active, ,CHI,SAS,29,2025-08-07 19:42:59
22,Texas Eagle,22-7,32.507936536190606,-94.52477956857273,E,74.595588684082,Active, ,SAS,CHI,29,2025-08-07 19:42:59
28,Empire Builder,28-7,45.5285054654044,-122.67641448368472,N,0.0,Predeparture, ,PDX,SPK,6,2025-08-07 19:42:59
40,Floridian,40-7,28.5249000531125,-81.38177801070911,N,0.0134216398000717,Active, ,MIA,CHI,46,2025-08-07 19:42:59
40,Floridian,40-6,39.63850807953212,-78.76701642995423,N,40.2089958190918,Active, ,MIA,CHI,46,2025-08-07 19:42:59
41,Floridian,41-5,26.02921961060338,-80.16808587091414,S,70.7342834472656,Active, ,CHI,MIA,46,2025-08-07 19:42:59
41,Floridian,41-6,35.62303103973103,-78.41965738016376,NW,75.3960647583008,Active, ,CHI,MIA,46,2025-08-07 19:42:59
41,Floridian,41-7,41.87900785324407,-87.6393057527007,N,0.0,Predeparture, ,CHI,MIA,46,2025-08-07 19:42:59
43,Pennsylvanian,43-7,40.44395099857772,-79.88746208476918,N,60.8581886291504,Active, ,NYP,PGH,16,2025-08-07 19:42:59
49,Lake Shore Limited,49-7,42.845852933282856,-73.97435155146508,NW,79.1697769165039,Active, ,NYP,CHI,20,2025-08-07 19:42:59
50,Cardinal,50-7,41.60513323461929,-87.61220359370209,S,20.8415699005127,Active, ,CHI,NYP,32,2025-08-07 19:42:59
52,Auto Train,52-7,31.24381661524268,-81.97648196134126,N,69.0767059326172,Active, ,SFA,LOR,2,2025-08-07 19:42:59
53,Auto Train,53-7,37.53293977030323,-77.49610373540439,SW,39.5781784057617,Active, ,LOR,SFA,2,2025-08-07 19:42:59
55,Vermonter,55-7,40.41274697946961,-74.5151611999382,SW,123.132362365723,Active, ,SAB,WAS,29,2025-08-07 19:42:59
